NO,NAME,ID,DATE,COMMENT
44,August_好困,4930088250380144,Wed Aug 02 00:41:38 +0800 2023,𝐇𝐚𝐩𝐩𝐲 𝐛𝐢𝐫𝐭𝐡𝐝𝐚𝐲 𝐭𝐨 𝐊𝐔𝐍
45,HHAIKUN,4930088750026211,Wed Aug 02 00:43:37 +0800 2023,@蔡徐坤  希望25岁的你能做你想做的 一定有人会支持你和爱你 祝 生日快乐 平平安安
46,August_屁桃小葵,4930087968838755,Wed Aug 02 00:40:31 +0800 2023,我会一直陪你长大的，一年又一年，生日快乐，第五年，第六个生日！我永远爱你！希望你一直健康开心幸福！🎉🎂@蔡徐坤
47,面团小蔡,4930088199522215,Wed Aug 02 00:41:26 +0800 2023,生日快乐[心]@蔡徐坤
48,小困贩卖铺,4930089756657395,Wed Aug 02 00:47:37 +0800 2023,握紧手里的话筒，我在舞台下等你。生日快乐！
49,小慧与蔡困,4930088124285231,Wed Aug 02 00:41:07 +0800 2023,生日快乐🍰我们一起回家🏠
50,西瓜味的坤坤学长,4930088393769721,Wed Aug 02 00:42:12 +0800 2023,生日快乐，要一直开心
51,狮子味的AK_Rui,4930088707295748,Wed Aug 02 00:43:27 +0800 2023,生日快乐@蔡徐坤
52,色坤头子,4930088175144104,Wed Aug 02 00:41:20 +0800 2023,我爱你！你要一直快乐！要好好生活好好照顾自己！我的宝贝 生日快乐！！！我们一直都在！永远！@蔡徐坤
53,咖霏喝醉了吗,4930088422343384,Wed Aug 02 00:42:19 +0800 2023,生日快乐坤哥[心]
54,Yaollll,4930087869221880,Wed Aug 02 00:40:07 +0800 2023,生日快乐！要天天开心喔[送花花][送花花]@蔡徐坤
55,吧唧一口奎葵啊,4930087834882569,Wed Aug 02 00:39:59 +0800 2023,一眼见你  万物不及  生日快乐我的男孩@蔡徐坤   敬尔前路百平川  许尔自由岁岁安
56,旺仔小猫头子,4930088099386479,Wed Aug 02 00:41:02 +0800 2023,生日快乐！@蔡徐坤
57,听奎奎的话-CENTer-02,4930087742343663,Wed Aug 02 00:39:37 +0800 2023,生日快乐宝贝[抱一抱]@蔡徐坤
58,美娜酱·,4930087712984269,Wed Aug 02 00:39:30 +0800 2023,坤☷生日快乐！[打call][打call][打call][心][心][心][心]
59,HHAIKUN,4930087680476810,Wed Aug 02 00:39:22 +0800 2023,@蔡徐坤  希望25岁的你能做你想做的 一定有人会支持你和爱你 祝生日快乐 平平安安
60,XxxxiaoCcc,4930092503139024,Wed Aug 02 00:58:32 +0800 2023,生日快乐～kun@蔡徐坤
61,请多多早睡-,4930092285822622,Wed Aug 02 00:57:40 +0800 2023,大哥 生日快乐 天天开心[打call]
62,August麻迷,4930091816060968,Wed Aug 02 00:55:48 +0800 2023,@蔡徐坤 生日快乐呀🎂
63,想困不睡觉,4930093468355992,Wed Aug 02 01:02:22 +0800 2023,天天开心
64,困在小狮子身边,4930096266215950,Wed Aug 02 01:13:29 +0800 2023,我最爱的大狮子25岁生日快乐！
65,K-x18,4930092264852041,Wed Aug 02 00:57:35 +0800 2023,Hi!蔡徐坤 今天是我喜欢你的第2001天 谢谢你 成为我阴暗世界的一束光 因为你 我变得更加自信 我想对你说 别怕 爱你的人一直在 我希望你可以站上更大的舞台 成为更优秀的原创音乐人 创作出更优秀的作品 我喜欢看到在舞台上闪闪发光的你 祝你25岁生日快乐 天天开心 过去的就让它过去吧 KUN&IKUN@蔡徐坤
66,KARINA-WINK,4930092097341977,Wed Aug 02 00:56:55 +0800 2023,@蔡徐坤 要开心，不止是生日
67,Mrs龙0802,4930095678751735,Wed Aug 02 01:11:09 +0800 2023,坤哥生日快乐🎂我们一直都在，永远爱你！[心][心][心]
68,想困不睡觉,4930093573472456,Wed Aug 02 01:02:46 +0800 2023,生日快乐
69,KUN姐82,4930095196931119,Wed Aug 02 01:09:14 +0800 2023,坤坤  我想你了[失望][失望]
70,KUN-甜七,4930093283280185,Wed Aug 02 01:01:38 +0800 2023,让过去过去，让未来到来，@蔡徐坤 25岁生日快乐，热爱依在，爱意仍在
71,KUN姐82,4930095087355812,Wed Aug 02 01:08:48 +0800 2023,生日快乐我的坤宝[爱你]
72,KUN姐82,4930095024179433,Wed Aug 02 01:08:33 +0800 2023,陪你度过生日的第二年[心]真的很希望天天看到你的笑容，天天开心的样子[爱你]生日快乐我的坤宝
73,Kingdom_KUN,4930093102666723,Wed Aug 02 01:00:55 +0800 2023,大哥生日快乐！！！Love never fails. 一直在，一直爱💙@蔡徐坤
74,今天可以不熬夜了吗,4930091588783326,Wed Aug 02 00:54:54 +0800 2023,你要一直开开心心快快乐乐[心]
75,猫与岛葵-KUN,4930092818762794,Wed Aug 02 00:59:47 +0800 2023,这是一个不断地与自己握手，与自己和解的一个过程。
76,wclean_,4930090553052577,Wed Aug 02 00:50:47 +0800 2023,蔡徐坤25岁生日快乐🎂！
77,ddd妍ddd,4930091655630250,Wed Aug 02 00:55:10 +0800 2023,生日快乐[送花花][抱一抱][送花花][抱一抱]
78,ddd妍ddd,4930091639114373,Wed Aug 02 00:55:06 +0800 2023,生日快乐[抱一抱][送花花][送花花][抱一抱][抱一抱][送花花]
79,多少整点儿,4930090934206504,Wed Aug 02 00:52:17 +0800 2023,宝贝生日快乐天天开心！
80,多少整点儿,4930090401792861,Wed Aug 02 00:50:10 +0800 2023,生日快乐宝贝
81,色坤头子,4930091346563414,Wed Aug 02 00:53:56 +0800 2023,我爱你！你要一直快乐！要好好生活好好照顾自己！我的宝贝 生日快乐！！[蛋糕][蛋糕][蛋糕]！我们一直都在！永远！@蔡徐坤
82,KUN的绝世大猛攻,4930092860442631,Wed Aug 02 00:59:57 +0800 2023,永远爱你
83,猫与岛葵-KUN,4930092797528464,Wed Aug 02 00:59:42 +0800 2023,未必是专业的人，你要知道，我们身边就是会有各种各样的人在观察你、跟你相处。
84,小鲤ki,4930091400825717,Wed Aug 02 00:54:09 +0800 2023,小坤生日快乐啦[心]
85,ddd妍ddd,4930091564403661,Wed Aug 02 00:54:48 +0800 2023,生日快乐[送花花][送花花][送花花]
86,朴实无huaaaa的某博用户,4930101315635274,Wed Aug 02 01:33:33 +0800 2023,生日快乐宝宝[抱一抱] KUN&IKUN forever！
87,梦想不是来想的而是来拼的,4930091379068253,Wed Aug 02 00:54:04 +0800 2023,生日快乐宝贝坤[鲜花]
88,渔舟渡雪,4930093073302388,Wed Aug 02 01:00:48 +0800 2023,你好25岁的蔡徐坤，我在河南祝你生日快乐🎂今天请寿星喝个胡辣汤，河南爱坤在等你的巡演，陪伴是最长情的告白 KUN&IKUN FOREVER💞生日快乐🎂
89,猫与岛葵-KUN,4930092289753773,Wed Aug 02 00:57:41 +0800 2023,And always stay positive.Always stay happy you know.
90,ddd妍ddd,4930091622074950,Wed Aug 02 00:55:02 +0800 2023,生日快乐[抱一抱][抱一抱][送花花][抱一抱]
91,猫与岛葵-KUN,4930092302077064,Wed Aug 02 00:57:44 +0800 2023,"Cause I’m always here for you, always."
92,猫与岛葵-KUN,4930092255415399,Wed Aug 02 00:57:33 +0800 2023,Don’t give up your smile. Keep the positive energy.
93,我可不想听,4930106436616882,Wed Aug 02 01:53:54 +0800 2023,你知道吗？没有一个8月会重复到来，但8月肯定会来，渐渐知道自己不是无所不能的，这没有关系，我们还可以拥有最小的勇气，一次次，走入葵花园，重逢与相遇。[抱一抱]
94,kk泡芙星球杯,4930091945033969,Wed Aug 02 00:56:18 +0800 2023,生日快乐 不止今天
95,猫与岛葵-KUN,4930092272454741,Wed Aug 02 00:57:37 +0800 2023,Trust yourself and love yourself.
96,endlesslove_82,4930097158556342,Wed Aug 02 01:17:02 +0800 2023,谢谢你住进我的青春 未来我们也继续陪伴彼此[心]生日快乐
97,神采奕奕的R,4930097410474775,Wed Aug 02 01:18:02 +0800 2023,生日快乐🎂
98,抠duang对身体好,4930092301555750,Wed Aug 02 00:57:44 +0800 2023,天天开心
99,ddd妍ddd,4930091610013766,Wed Aug 02 00:54:58 +0800 2023,生日快乐[送花花][送花花][送花花][抱一抱]
100,-奎味饼干,4930102493973233,Wed Aug 02 01:38:14 +0800 2023,8月会越来越好的[哈哈][抱抱]@蔡徐坤
101,对感叹号PTSD了,4952202181346201,Mon Oct 02 01:14:30 +0800 2023,你是我从油墨里开出的阿波罗，能为你上色的只有光和我。@蔡徐坤
102,蔡徐坤的安琪,4930085377016541,Wed Aug 02 00:30:13 +0800 2023,这是陪你度过的第六个生日 kun&ikun is forever. 生日快乐 我们一直都在等你回家 ❤️
103,-郜郜i幼恩呐,4930086208280188,Wed Aug 02 00:33:31 +0800 2023,恭喜你！开启long game新副本，接下来的路，我们一起打怪升级！@蔡徐坤 25岁生日快乐！！
104,兔姬萌,4930085888989263,Wed Aug 02 00:32:15 +0800 2023,一起度过的第六个生日啦，希望我们都能开心快乐～蔡徐坤生日快乐哦～🎂@蔡徐坤
105,HHAIKUN,4930086295312841,Wed Aug 02 00:33:52 +0800 2023,@蔡徐坤  希望25岁的你能做你想做的 一定有人会支持你和爱你 祝生日快乐 平平安安
106,小熊猫搬家,4930086648939674,Wed Aug 02 00:35:15 +0800 2023,家一直在@蔡徐坤 [音乐]
107,KK可樂記事鋪,4930087129974891,Wed Aug 02 00:37:11 +0800 2023,生日快乐🎂@蔡徐坤
108,小困贩卖铺,4930087722681299,Wed Aug 02 00:39:32 +0800 2023,勇敢大胆的去闯吧，身后永远有人爱你。生日快乐🎂
109,冬日唱片-标签版,4930087567491700,Wed Aug 02 00:38:54 +0800 2023,愿你被爱意所包围，愿你身边明灯璀璨，愿你的世界星河长明，愿你所愿皆能如愿。生日快乐！@蔡徐坤
110,猫价临奏,4930087624904223,Wed Aug 02 00:39:09 +0800 2023,这一年恰到好处 祝最好的蔡徐坤生日快乐 不只是生日 以后的每一天都要开开心心 要一直做小葵哦～[蛋糕]@蔡徐坤
111,蔡蔡要平安,4930087297750743,Wed Aug 02 00:37:51 +0800 2023,生日快乐天天开心
112,小慧与蔡困,4930088326400035,Wed Aug 02 00:41:56 +0800 2023,25岁生日快乐🎉我们一起回家🏠
113,蔡蔡要平安,4930088523794331,Wed Aug 02 00:42:43 +0800 2023,Happy Birthday to KUN@蔡徐坤
114,KUN·欣子,4930088619740201,Wed Aug 02 00:43:06 +0800 2023,叮！又到了该说生日快乐的时候咯[哈哈]25岁的蔡徐坤你好呀 祝你生日快乐！[親親][蛋糕]@蔡徐坤 愿你的25岁能够顺利 平安 健康 快乐 幸福[抱一抱]🫶🏻继续去做你热爱的事情吧！我会一直陪着你 支持你[抱一抱]我们都会越来越好的[抱一抱][哈哈]
115,那就做一個開心的人_,4930088590640633,Wed Aug 02 00:42:59 +0800 2023,生日快乐
116,玖念坤980802,4930087554913537,Wed Aug 02 00:38:52 +0800 2023,生日快乐，一直在@蔡徐坤
117,love琪and坤,4930088753168828,Wed Aug 02 00:43:37 +0800 2023,爱是勇敢者的游戏 我们都是勇敢者❤️生日快乐！
118,sing小葵_KUN,4930088493908049,Wed Aug 02 00:42:35 +0800 2023,我们爱你[心][心][心]
119,sing小葵_KUN,4930088476870117,Wed Aug 02 00:42:32 +0800 2023,家一直在[泪]
120,花拆-1993HUACHAI,4930088472415307,Wed Aug 02 00:42:31 +0800 2023,永远热烈和自由@蔡徐坤
121,花拆-1993HUACHAI,4930088426276602,Wed Aug 02 00:42:20 +0800 2023,永远开心快乐@蔡徐坤
122,CandKun-,4930090070967237,Wed Aug 02 00:48:52 +0800 2023,生日快乐@蔡徐坤
123,葵葵不困_y,4930090657384362,Wed Aug 02 00:51:12 +0800 2023,天天开心生日快乐[抱一抱][抱一抱]
124,葵葵八分甜呀,4930090553575061,Wed Aug 02 00:50:47 +0800 2023,第六年啦 我还在[爱你]
125,piKriK-8-2,4930089793884283,Wed Aug 02 00:47:46 +0800 2023,宝贝你要记住永远有人爱你，有人永远爱你，我们一直都在
126,色坤头子,4930090015918867,Wed Aug 02 00:48:39 +0800 2023,我爱你！你要一直快乐！要好好生活好好照顾自己！我的宝贝 生日快乐！！[蛋糕]！我们一直都在！永远！@蔡徐坤
127,小困贩卖铺,4930089878029344,Wed Aug 02 00:48:06 +0800 2023,总有人山高路远，为你而来！𝐋𝐨𝐯𝐞 𝐧𝐞𝐯𝐞𝐫 𝐟𝐚𝐢𝐥𝐬.生日快乐🌹
128,行將就鍷了,4930089365801374,Wed Aug 02 00:46:04 +0800 2023,@蔡徐坤 25岁的蔡徐坤会越来越好！让我们开启下一个副本[打call][打call]
129,蔡徐坤的玉米淀粉,4930088317225849,Wed Aug 02 00:41:54 +0800 2023,他的存在，只是自己年鉴的标签。@蔡徐坤
130,蔡徐坤的安琪,4930089118335225,Wed Aug 02 00:45:04 +0800 2023,@蔡徐坤
131,今天可以不熬夜了吗,4930091652743288,Wed Aug 02 00:55:08 +0800 2023,家一直在呢[抱抱][抱抱][抱抱]
132,苏黎世的从前d_d,4930088228884365,Wed Aug 02 00:41:33 +0800 2023,25岁了 分水岭了 以后开心做自己吧 坤 陪你的第六个生日 未来也会一直在 期待舞台上的你 我们吉隆坡见啦🎂[打call] 生日快乐🎂希望你可以开心一点@蔡徐坤 [苦涩]
133,sing小葵_KUN,4930088216823354,Wed Aug 02 00:41:30 +0800 2023,生日快乐@蔡徐坤
134,小蔡爱困-,4930088086540766,Wed Aug 02 00:40:59 +0800 2023,等你回家@蔡徐坤
135,醒醒有点困_,4930087881804753,Wed Aug 02 00:40:10 +0800 2023,K亲启  嗨，好久不见!时光从指缝中溜走，一转眼就迎来了你的25岁。五年，第六个生日，真的像我以前每年说的一样，都在。新的一岁，希望你更加幸福顺遂，希望你做自己所想，得自己所愿。你是自由自在的蔡徐坤，我是永远爱你的歌迷朋友💛💛
136,HHAIKUN,4930092532500809,Wed Aug 02 00:58:39 +0800 2023,你永远是舞台的神 生日快乐 @蔡徐坤
137,HHAIKUN,4930092452546610,Wed Aug 02 00:58:20 +0800 2023,There is no limit 家一直在 生日快乐 @蔡徐坤
138,Yue-0802,4930088078674086,Wed Aug 02 00:40:57 +0800 2023,一直在也一直爱[心]25岁生日快乐
139,L遵守履行,4930088254573878,Wed Aug 02 00:41:39 +0800 2023,@蔡徐坤 别怕孤单，家一直在
140,Sweeeett小纤,4930087981421733,Wed Aug 02 00:40:34 +0800 2023,我们永远在一起@蔡徐坤
141,超级无敌霹雳爆炸暴龙战神,4930088216826215,Wed Aug 02 00:41:30 +0800 2023,我们一直在@蔡徐坤
142,困在小狮子身边,4930096207760265,Wed Aug 02 01:13:15 +0800 2023,未曾谋面的也终会相遇 蔡徐坤25岁生日快乐.@蔡徐坤
143,每天都在想蔡徐坤a,4930097071524613,Wed Aug 02 01:16:41 +0800 2023,握紧手里的话筒，我在舞台下等你。生日快乐！
144,笨蛋小猫咪_在线求哥抱,4930094181911768,Wed Aug 02 01:05:12 +0800 2023,蔡徐坤我一直在！生日快乐！@蔡徐坤
145,sanan82,4930087952582782,Wed Aug 02 00:40:27 +0800 2023,我们一直在哦[抱一抱][抱一抱][抱一抱][抱一抱][抱一抱]生日快乐
146,每天都在想蔡徐坤a,4930097046619138,Wed Aug 02 01:16:35 +0800 2023,愿你自由如旷野，活得热烈，活得甘愿❤️生日快乐
147,每天都在想蔡徐坤a,4930097020666683,Wed Aug 02 01:16:29 +0800 2023,握紧手里的话筒，我在舞台下等你。生日快乐！
148,每天都在想蔡徐坤a,4930096995763079,Wed Aug 02 01:16:23 +0800 2023,"If you need me,I will be your side.生日快乐🎂"
149,小甜菜ABC,4930098567842469,Wed Aug 02 01:22:38 +0800 2023,想叠千万个纸飞机飞到你怀里，每一个都写着我爱你❤️生日快乐🎂
150,每天都在想蔡徐坤a,4930096953297199,Wed Aug 02 01:16:13 +0800 2023,你在的地方就是我奔赴的远方，期待下次相聚❤️生日快乐🎂陪伴是最长情的告白 KUN&IKUN FOREVER💞生日快乐🎂
151,想看82场雪-,4930190406844505,Wed Aug 02 07:27:33 +0800 2023,25岁生日快乐[打call]
152,西红柿先生是一个谜,4930106022167041,Wed Aug 02 01:52:15 +0800 2023,“花在骄阳下盛开 我的爱永远为你而敞开。”生日快乐🎂
153,闪耀蔡蔡,4930180202365277,Wed Aug 02 06:47:01 +0800 2023,KUN&IKUN IS FOREVER[心]@蔡徐坤
154,每天都在想蔡徐坤a,4930096928392054,Wed Aug 02 01:16:07 +0800 2023,愿你自由如旷野，活得热烈，活得甘愿❤️生日快乐
155,白色星际·KUN,4930095531166272,Wed Aug 02 01:10:34 +0800 2023,生日快乐！我和你一起25岁![坏笑]@蔡徐坤
156,每天都在想蔡徐坤a,4930096878585997,Wed Aug 02 01:15:55 +0800 2023,爱是勇敢者的游戏 我们都是勇敢者❤️生日快乐！
157,heliotrope--cxk,4930157653262574,Wed Aug 02 05:17:25 +0800 2023,愿你自由如旷野，活得热烈，活得甘愿❤️生日快乐
158,喜欢小不点3,4930101605827381,Wed Aug 02 01:34:42 +0800 2023,生日快乐🎂@蔡徐坤
159,西红柿先生是一个谜,4930106114442559,Wed Aug 02 01:52:37 +0800 2023,一直在[哇]@蔡徐坤
160,Kwen_unn,4930104373543738,Wed Aug 02 01:45:42 +0800 2023,@蔡徐坤
161,小甜菜ABC,4930098526159538,Wed Aug 02 01:22:28 +0800 2023,平安喜乐，最朴实的辞藻，却囊括了对你的所有祝福❤️生日快乐
162,小甜菜ABC,4930098501255509,Wed Aug 02 01:22:21 +0800 2023,愿你自由如旷野，活得热烈，活得甘愿❤️生日快乐
163,小甜菜ABC,4930098552111602,Wed Aug 02 01:22:34 +0800 2023,握紧手里的话筒，我在舞台下等你。生日快乐！
164,西红柿先生是一个谜,4930209252381226,Wed Aug 02 08:42:27 +0800 2023,你闪闪发亮的同时也要平平安安❤️生日快乐！
165,小甜菜ABC,4930098463244628,Wed Aug 02 01:22:12 +0800 2023,你在 家在 我在❤️生日快乐
166,小甜菜ABC,4930098480809795,Wed Aug 02 01:22:17 +0800 2023,我的愿望是你的愿望都会实现[抱一抱]生日快乐
167,小甜菜ABC,4930098447515830,Wed Aug 02 01:22:08 +0800 2023,爱是勇敢者的游戏 我们都是勇敢者❤️生日快乐！
168,小甜菜ABC,4930098430739291,Wed Aug 02 01:22:05 +0800 2023,你闪闪发亮的同时也要平平安安❤️生日快乐！
169,Shirley_8152,4930213093574932,Wed Aug 02 08:57:43 +0800 2023,会等你 All I do is wait wait wait ❤️❤️❤️
170,蔡徐坤你吃了没,4930208262785275,Wed Aug 02 08:38:31 +0800 2023,你在的地方就是我奔赴的远方，期待下次相聚❤️生日快乐🎂
171,-困困菜姚,4930097985619823,Wed Aug 02 01:20:19 +0800 2023,25岁生日快乐哥哥 记得吃蛋糕哦 要好好的@蔡徐坤
172,小甜菜ABC,4930098401379052,Wed Aug 02 01:21:58 +0800 2023,你给我听着（抓住手腕）我爱你！（低沉）记住了！（咬后槽牙）生日快乐
173,小甜菜ABC,4930098413963252,Wed Aug 02 01:22:01 +0800 2023,精心挑选一支花，翻山越岭也要送给你🌹生日快乐🌹
174,西红柿先生是一个谜,4930106051528368,Wed Aug 02 01:52:22 +0800 2023,你在的地方就是我奔赴的远方，期待下次相聚❤️生日快乐🎂
175,小甜菜ABC,4930098379884398,Wed Aug 02 01:21:53 +0800 2023,生日快乐 @蔡徐坤
176,西红柿先生是一个谜,4930209264964412,Wed Aug 02 08:42:30 +0800 2023,爱是勇敢者的游戏 我们都是勇敢者❤️生日快乐！
177,玫瑰梦坤-K,4930105778110881,Wed Aug 02 01:51:17 +0800 2023,陪你度过的第六个生日啦，25岁生日快乐呀小坤，一切顺利，天天开心，我们快点见面吧[心][心][心]
178,August麻迷,4930225782131291,Wed Aug 02 09:48:08 +0800 2023,坤哥生日快乐[心]一直在等你，会一直在[抱一抱][抱一抱]
179,Shirley_8152,4930212636657242,Wed Aug 02 08:55:54 +0800 2023,25岁生日快乐 🎂🎈
180,西红柿先生是一个谜,4930209310050573,Wed Aug 02 08:42:41 +0800 2023,生日快乐 @蔡徐坤
181,彬糖奶坤_,4930211345339162,Wed Aug 02 08:50:46 +0800 2023,陪你过的第六个生日，25岁坤坤宝贝生日快乐[蛋糕]每天都要开开心心！一直在，永远爱[亲亲][亲亲][亲亲][亲亲]
182,每天都在想蔡徐坤a,4930096903226070,Wed Aug 02 01:16:01 +0800 2023,精心挑选一支花，翻山越岭也要送给你🌹生日快乐🌹
183,西红柿先生是一个谜,4930209239797768,Wed Aug 02 08:42:24 +0800 2023,精心挑选一支花，翻山越岭也要送给你🌹生日快乐🌹
184,路過蜻蜓98,4930103803643446,Wed Aug 02 01:43:26 +0800 2023,爱你  宝贝[爱你]
185,我对你一见如故-,4930196337854057,Wed Aug 02 07:51:08 +0800 2023,我们一直在
186,西红柿先生是一个谜,4930209281213354,Wed Aug 02 08:42:34 +0800 2023,你在 家在 我在❤️生日快乐
